source,target,weight
https://openalex.org/A5032490352,https://openalex.org/A5018032283,1
https://openalex.org/A5032490352,https://openalex.org/A5031443698,1
https://openalex.org/A5032490352,https://openalex.org/A5047342242,1
https://openalex.org/A5032490352,https://openalex.org/A5056938795,1
https://openalex.org/A5032490352,https://openalex.org/A5087135694,1
https://openalex.org/A5032490352,https://openalex.org/A5105180298,1
https://openalex.org/A5032490352,https://openalex.org/A5105451553,1
https://openalex.org/A5032490352,https://openalex.org/A5105638963,1
https://openalex.org/A5032490352,https://openalex.org/A5107831423,1
https://openalex.org/A5032490352,https://openalex.org/A5107834619,1
https://openalex.org/A5032490352,https://openalex.org/A5107856740,1
https://openalex.org/A5032490352,https://openalex.org/A5107923201,1
https://openalex.org/A5032490352,https://openalex.org/A5108166900,1
https://openalex.org/A5032490352,https://openalex.org/A5112361276,1
https://openalex.org/A5032490352,https://openalex.org/A5112403211,1
https://openalex.org/A5032490352,https://openalex.org/A5113977323,1
https://openalex.org/A5009808442,https://openalex.org/A5001457664,2
https://openalex.org/A5009808442,https://openalex.org/A5011791725,2
https://openalex.org/A5009808442,https://openalex.org/A5015113096,2
https://openalex.org/A5009808442,https://openalex.org/A5020734888,2
https://openalex.org/A5009808442,https://openalex.org/A5026517227,2
https://openalex.org/A5009808442,https://openalex.org/A5038123737,2
https://openalex.org/A5009808442,https://openalex.org/A5049270979,2
https://openalex.org/A5009808442,https://openalex.org/A5056367688,2
https://openalex.org/A5009808442,https://openalex.org/A5072532781,2
https://openalex.org/A5009808442,https://openalex.org/A5073764726,2
https://openalex.org/A5071224458,https://openalex.org/A5003748863,1
https://openalex.org/A5071224458,https://openalex.org/A5010037898,1
https://openalex.org/A5071224458,https://openalex.org/A5021036251,1
https://openalex.org/A5071224458,https://openalex.org/A5028785788,1
https://openalex.org/A5071224458,https://openalex.org/A5045345947,1
https://openalex.org/A5071224458,https://openalex.org/A5063421849,1
https://openalex.org/A5071224458,https://openalex.org/A5069882980,1
https://openalex.org/A5071224458,https://openalex.org/A5070433412,1
https://openalex.org/A5071224458,https://openalex.org/A5077273376,1
https://openalex.org/A5071224458,https://openalex.org/A5102428443,1
https://openalex.org/A5050772514,https://openalex.org/A5004314505,1
https://openalex.org/A5050772514,https://openalex.org/A5020218652,1
https://openalex.org/A5050772514,https://openalex.org/A5021025671,1
https://openalex.org/A5050772514,https://openalex.org/A5021371191,1
https://openalex.org/A5050772514,https://openalex.org/A5026565466,1
https://openalex.org/A5050772514,https://openalex.org/A5030231487,1
https://openalex.org/A5050772514,https://openalex.org/A5033098879,1
https://openalex.org/A5050772514,https://openalex.org/A5055561790,1
https://openalex.org/A5050772514,https://openalex.org/A5070252158,1
https://openalex.org/A5050772514,https://openalex.org/A5073416357,1
https://openalex.org/A5050772514,https://openalex.org/A5079232768,1
https://openalex.org/A5050772514,https://openalex.org/A5086154618,1
https://openalex.org/A5050772514,https://openalex.org/A5091338305,1
https://openalex.org/A5033098879,https://openalex.org/A5004314505,1
https://openalex.org/A5033098879,https://openalex.org/A5020218652,1
https://openalex.org/A5033098879,https://openalex.org/A5021025671,2
https://openalex.org/A5033098879,https://openalex.org/A5021371191,1
https://openalex.org/A5033098879,https://openalex.org/A5026565466,2
https://openalex.org/A5033098879,https://openalex.org/A5030231487,2
https://openalex.org/A5033098879,https://openalex.org/A5055561790,1
https://openalex.org/A5033098879,https://openalex.org/A5070252158,1
https://openalex.org/A5033098879,https://openalex.org/A5073416357,1
https://openalex.org/A5033098879,https://openalex.org/A5079232768,2
https://openalex.org/A5033098879,https://openalex.org/A5086154618,1
https://openalex.org/A5033098879,https://openalex.org/A5091338305,1
https://openalex.org/A5102428443,https://openalex.org/A5003748863,1
https://openalex.org/A5102428443,https://openalex.org/A5010037898,1
https://openalex.org/A5102428443,https://openalex.org/A5021036251,1
https://openalex.org/A5102428443,https://openalex.org/A5028785788,1
https://openalex.org/A5102428443,https://openalex.org/A5045345947,1
https://openalex.org/A5102428443,https://openalex.org/A5063421849,1
https://openalex.org/A5102428443,https://openalex.org/A5069882980,1
https://openalex.org/A5102428443,https://openalex.org/A5070433412,1
https://openalex.org/A5102428443,https://openalex.org/A5077273376,1
https://openalex.org/A5033911261,https://openalex.org/A5005019504,1
https://openalex.org/A5033911261,https://openalex.org/A5069074260,1
https://openalex.org/A5033911261,https://openalex.org/A5079452567,1
https://openalex.org/A5033911261,https://openalex.org/A5090659943,2
https://openalex.org/A5032583584,https://openalex.org/A5015191967,3
https://openalex.org/A5032583584,https://openalex.org/A5069074260,1
https://openalex.org/A5032583584,https://openalex.org/A5079452567,2
https://openalex.org/A5032583584,https://openalex.org/A5090659943,3
https://openalex.org/A5021025671,https://openalex.org/A5004314505,1
https://openalex.org/A5021025671,https://openalex.org/A5020218652,1
https://openalex.org/A5021025671,https://openalex.org/A5021371191,1
https://openalex.org/A5021025671,https://openalex.org/A5026565466,2
https://openalex.org/A5021025671,https://openalex.org/A5030231487,2
https://openalex.org/A5021025671,https://openalex.org/A5055561790,1
https://openalex.org/A5021025671,https://openalex.org/A5070252158,1
https://openalex.org/A5021025671,https://openalex.org/A5073416357,1
https://openalex.org/A5021025671,https://openalex.org/A5079232768,2
https://openalex.org/A5021025671,https://openalex.org/A5086154618,1
https://openalex.org/A5021025671,https://openalex.org/A5091338305,1
https://openalex.org/A5021371191,https://openalex.org/A5004314505,1
https://openalex.org/A5021371191,https://openalex.org/A5020218652,1
https://openalex.org/A5021371191,https://openalex.org/A5026565466,1
https://openalex.org/A5021371191,https://openalex.org/A5030231487,1
https://openalex.org/A5021371191,https://openalex.org/A5055561790,1
https://openalex.org/A5021371191,https://openalex.org/A5070252158,1
https://openalex.org/A5021371191,https://openalex.org/A5073416357,1
https://openalex.org/A5021371191,https://openalex.org/A5079232768,1
https://openalex.org/A5021371191,https://openalex.org/A5086154618,1
https://openalex.org/A5021371191,https://openalex.org/A5091338305,1
https://openalex.org/A5043554307,https://openalex.org/A5002170706,1
https://openalex.org/A5043554307,https://openalex.org/A5004212252,1
https://openalex.org/A5043554307,https://openalex.org/A5012965788,1
https://openalex.org/A5043554307,https://openalex.org/A5014995908,1
https://openalex.org/A5043554307,https://openalex.org/A5017709484,1
https://openalex.org/A5043554307,https://openalex.org/A5020223699,1
https://openalex.org/A5043554307,https://openalex.org/A5024389718,1
https://openalex.org/A5043554307,https://openalex.org/A5024482335,1
https://openalex.org/A5043554307,https://openalex.org/A5026269100,1
https://openalex.org/A5043554307,https://openalex.org/A5027170448,1
https://openalex.org/A5043554307,https://openalex.org/A5027588164,1
https://openalex.org/A5043554307,https://openalex.org/A5028299369,1
https://openalex.org/A5043554307,https://openalex.org/A5031037291,1
https://openalex.org/A5043554307,https://openalex.org/A5031299191,1
https://openalex.org/A5043554307,https://openalex.org/A5043235685,1
https://openalex.org/A5043554307,https://openalex.org/A5049294543,1
https://openalex.org/A5043554307,https://openalex.org/A5053244337,1
https://openalex.org/A5043554307,https://openalex.org/A5068677359,1
https://openalex.org/A5043554307,https://openalex.org/A5073175528,1
https://openalex.org/A5043554307,https://openalex.org/A5082951649,1
https://openalex.org/A5043554307,https://openalex.org/A5091086026,1
https://openalex.org/A5043554307,https://openalex.org/A5100763587,1
https://openalex.org/A5043554307,https://openalex.org/A5102873527,1
https://openalex.org/A5043554307,https://openalex.org/A5111908438,1
https://openalex.org/A5043554307,https://openalex.org/A5112605324,1
https://openalex.org/A5049270979,https://openalex.org/A5001457664,2
https://openalex.org/A5049270979,https://openalex.org/A5011791725,2
https://openalex.org/A5049270979,https://openalex.org/A5015113096,2
https://openalex.org/A5049270979,https://openalex.org/A5020734888,2
https://openalex.org/A5049270979,https://openalex.org/A5026517227,2
https://openalex.org/A5049270979,https://openalex.org/A5038123737,2
https://openalex.org/A5049270979,https://openalex.org/A5056367688,2
https://openalex.org/A5049270979,https://openalex.org/A5072532781,2
https://openalex.org/A5049270979,https://openalex.org/A5073764726,2
https://openalex.org/A5004314505,https://openalex.org/A5020218652,1
https://openalex.org/A5004314505,https://openalex.org/A5026565466,1
https://openalex.org/A5004314505,https://openalex.org/A5030231487,1
https://openalex.org/A5004314505,https://openalex.org/A5055561790,1
https://openalex.org/A5004314505,https://openalex.org/A5070252158,1
https://openalex.org/A5004314505,https://openalex.org/A5073416357,1
https://openalex.org/A5004314505,https://openalex.org/A5079232768,1
https://openalex.org/A5004314505,https://openalex.org/A5086154618,1
https://openalex.org/A5004314505,https://openalex.org/A5091338305,1
https://openalex.org/A5083910892,https://openalex.org/A5004564906,1
https://openalex.org/A5083910892,https://openalex.org/A5004830510,1
https://openalex.org/A5083910892,https://openalex.org/A5007123949,1
https://openalex.org/A5083910892,https://openalex.org/A5009950983,2
https://openalex.org/A5083910892,https://openalex.org/A5010199371,2
https://openalex.org/A5083910892,https://openalex.org/A5010753463,2
https://openalex.org/A5083910892,https://openalex.org/A5013217529,1
https://openalex.org/A5083910892,https://openalex.org/A5013957672,2
https://openalex.org/A5083910892,https://openalex.org/A5014274154,2
https://openalex.org/A5083910892,https://openalex.org/A5014539077,2
https://openalex.org/A5083910892,https://openalex.org/A5016254887,2
https://openalex.org/A5083910892,https://openalex.org/A5022926135,1
https://openalex.org/A5083910892,https://openalex.org/A5024829264,2
https://openalex.org/A5083910892,https://openalex.org/A5028275753,2
https://openalex.org/A5083910892,https://openalex.org/A5029576940,2
https://openalex.org/A5083910892,https://openalex.org/A5038322695,2
https://openalex.org/A5083910892,https://openalex.org/A5038898518,2
https://openalex.org/A5083910892,https://openalex.org/A5042874867,1
https://openalex.org/A5083910892,https://openalex.org/A5048516635,2
https://openalex.org/A5083910892,https://openalex.org/A5049972616,2
https://openalex.org/A5083910892,https://openalex.org/A5053170826,2
https://openalex.org/A5083910892,https://openalex.org/A5053274487,2
https://openalex.org/A5083910892,https://openalex.org/A5054892400,2
https://openalex.org/A5083910892,https://openalex.org/A5055552144,2
https://openalex.org/A5083910892,https://openalex.org/A5059072790,2
https://openalex.org/A5083910892,https://openalex.org/A5059564159,2
https://openalex.org/A5083910892,https://openalex.org/A5060807711,2
https://openalex.org/A5083910892,https://openalex.org/A5061977051,2
https://openalex.org/A5083910892,https://openalex.org/A5063122307,2
https://openalex.org/A5083910892,https://openalex.org/A5063175945,2
https://openalex.org/A5083910892,https://openalex.org/A5065506851,2
https://openalex.org/A5083910892,https://openalex.org/A5069847208,1
https://openalex.org/A5083910892,https://openalex.org/A5070601448,1
https://openalex.org/A5083910892,https://openalex.org/A5077627222,1
https://openalex.org/A5083910892,https://openalex.org/A5077878276,2
https://openalex.org/A5083910892,https://openalex.org/A5081520137,2
https://openalex.org/A5083910892,https://openalex.org/A5081950790,2
https://openalex.org/A5083910892,https://openalex.org/A5083639278,1
https://openalex.org/A5083910892,https://openalex.org/A5091448186,1
https://openalex.org/A5083910892,https://openalex.org/A5100635887,1
https://openalex.org/A5083910892,https://openalex.org/A5101476415,1
https://openalex.org/A5083910892,https://openalex.org/A5101568266,2
https://openalex.org/A5083910892,https://openalex.org/A5102854958,1
https://openalex.org/A5083910892,https://openalex.org/A5106322339,2
https://openalex.org/A5083910892,https://openalex.org/A5107790015,1
https://openalex.org/A5083910892,https://openalex.org/A5107911889,1
https://openalex.org/A5083910892,https://openalex.org/A5108058720,1
https://openalex.org/A5083910892,https://openalex.org/A5108111873,1
https://openalex.org/A5083910892,https://openalex.org/A5109453266,2
https://openalex.org/A5083910892,https://openalex.org/A5109479577,2
https://openalex.org/A5083910892,https://openalex.org/A5110299993,2
https://openalex.org/A5083910892,https://openalex.org/A5113885817,1
https://openalex.org/A5050511958,https://openalex.org/A5003496918,1
https://openalex.org/A5050511958,https://openalex.org/A5007120220,1
https://openalex.org/A5050511958,https://openalex.org/A5020746926,1
https://openalex.org/A5050511958,https://openalex.org/A5022043678,1
https://openalex.org/A5050511958,https://openalex.org/A5022430117,1
https://openalex.org/A5050511958,https://openalex.org/A5022673539,1
https://openalex.org/A5050511958,https://openalex.org/A5027500580,1
https://openalex.org/A5050511958,https://openalex.org/A5031331788,1
https://openalex.org/A5050511958,https://openalex.org/A5035621787,1
https://openalex.org/A5050511958,https://openalex.org/A5036969068,1
https://openalex.org/A5050511958,https://openalex.org/A5039190544,1
https://openalex.org/A5050511958,https://openalex.org/A5044090304,1
https://openalex.org/A5050511958,https://openalex.org/A5045206110,1
https://openalex.org/A5050511958,https://openalex.org/A5048503699,1
https://openalex.org/A5050511958,https://openalex.org/A5059528569,1
https://openalex.org/A5050511958,https://openalex.org/A5061976008,1
https://openalex.org/A5050511958,https://openalex.org/A5068588042,1
https://openalex.org/A5050511958,https://openalex.org/A5075641669,1
https://openalex.org/A5050511958,https://openalex.org/A5075966080,1
https://openalex.org/A5050511958,https://openalex.org/A5087905184,1
https://openalex.org/A5050511958,https://openalex.org/A5088086273,1
https://openalex.org/A5050511958,https://openalex.org/A5103059172,1
https://openalex.org/A5002821639,https://openalex.org/A5002252238,1
https://openalex.org/A5002821639,https://openalex.org/A5009857451,1
https://openalex.org/A5002821639,https://openalex.org/A5011994652,1
https://openalex.org/A5002821639,https://openalex.org/A5014231493,1
https://openalex.org/A5002821639,https://openalex.org/A5018513306,1
https://openalex.org/A5002821639,https://openalex.org/A5024488622,1
https://openalex.org/A5002821639,https://openalex.org/A5030469052,1
https://openalex.org/A5002821639,https://openalex.org/A5041610393,1
https://openalex.org/A5002821639,https://openalex.org/A5059764563,1
https://openalex.org/A5002821639,https://openalex.org/A5061749338,1
https://openalex.org/A5002821639,https://openalex.org/A5063567043,1
https://openalex.org/A5002821639,https://openalex.org/A5066843863,1
https://openalex.org/A5002821639,https://openalex.org/A5082644230,1
https://openalex.org/A5002821639,https://openalex.org/A5087724292,1
https://openalex.org/A5002821639,https://openalex.org/A5089863056,1
https://openalex.org/A5002821639,https://openalex.org/A5107853461,1
https://openalex.org/A5002821639,https://openalex.org/A5110358702,1
https://openalex.org/A5024829264,https://openalex.org/A5004564906,1
https://openalex.org/A5024829264,https://openalex.org/A5004830510,1
https://openalex.org/A5024829264,https://openalex.org/A5007123949,1
https://openalex.org/A5024829264,https://openalex.org/A5009950983,2
https://openalex.org/A5024829264,https://openalex.org/A5010199371,2
https://openalex.org/A5024829264,https://openalex.org/A5010753463,2
https://openalex.org/A5024829264,https://openalex.org/A5013217529,1
https://openalex.org/A5024829264,https://openalex.org/A5013957672,2
https://openalex.org/A5024829264,https://openalex.org/A5014274154,2
https://openalex.org/A5024829264,https://openalex.org/A5014539077,2
https://openalex.org/A5024829264,https://openalex.org/A5016254887,2
https://openalex.org/A5024829264,https://openalex.org/A5022926135,1
https://openalex.org/A5024829264,https://openalex.org/A5028275753,2
https://openalex.org/A5024829264,https://openalex.org/A5029576940,2
https://openalex.org/A5024829264,https://openalex.org/A5038322695,2
https://openalex.org/A5024829264,https://openalex.org/A5038898518,2
https://openalex.org/A5024829264,https://openalex.org/A5042874867,1
https://openalex.org/A5024829264,https://openalex.org/A5048516635,2
https://openalex.org/A5024829264,https://openalex.org/A5049972616,2
https://openalex.org/A5024829264,https://openalex.org/A5053170826,2
https://openalex.org/A5024829264,https://openalex.org/A5053274487,2
https://openalex.org/A5024829264,https://openalex.org/A5054892400,2
https://openalex.org/A5024829264,https://openalex.org/A5055552144,2
https://openalex.org/A5024829264,https://openalex.org/A5059072790,2
https://openalex.org/A5024829264,https://openalex.org/A5059564159,2
https://openalex.org/A5024829264,https://openalex.org/A5060807711,2
https://openalex.org/A5024829264,https://openalex.org/A5061977051,2
https://openalex.org/A5024829264,https://openalex.org/A5063122307,2
https://openalex.org/A5024829264,https://openalex.org/A5063175945,2
https://openalex.org/A5024829264,https://openalex.org/A5065506851,2
https://openalex.org/A5024829264,https://openalex.org/A5069847208,1
https://openalex.org/A5024829264,https://openalex.org/A5070601448,1
https://openalex.org/A5024829264,https://openalex.org/A5077627222,1
https://openalex.org/A5024829264,https://openalex.org/A5077878276,2
https://openalex.org/A5024829264,https://openalex.org/A5081520137,2
https://openalex.org/A5024829264,https://openalex.org/A5081950790,2
https://openalex.org/A5024829264,https://openalex.org/A5083639278,1
https://openalex.org/A5024829264,https://openalex.org/A5091448186,1
https://openalex.org/A5024829264,https://openalex.org/A5100635887,1
https://openalex.org/A5024829264,https://openalex.org/A5101476415,1
https://openalex.org/A5024829264,https://openalex.org/A5101568266,2
https://openalex.org/A5024829264,https://openalex.org/A5102854958,1
https://openalex.org/A5024829264,https://openalex.org/A5106322339,2
https://openalex.org/A5024829264,https://openalex.org/A5107790015,1
https://openalex.org/A5024829264,https://openalex.org/A5107911889,1
https://openalex.org/A5024829264,https://openalex.org/A5108058720,1
https://openalex.org/A5024829264,https://openalex.org/A5108111873,1
https://openalex.org/A5024829264,https://openalex.org/A5109453266,2
https://openalex.org/A5024829264,https://openalex.org/A5109479577,2
https://openalex.org/A5024829264,https://openalex.org/A5110299993,2
https://openalex.org/A5024829264,https://openalex.org/A5113885817,1
https://openalex.org/A5109479577,https://openalex.org/A5004564906,1
https://openalex.org/A5109479577,https://openalex.org/A5004830510,1
https://openalex.org/A5109479577,https://openalex.org/A5007123949,1
https://openalex.org/A5109479577,https://openalex.org/A5009950983,2
https://openalex.org/A5109479577,https://openalex.org/A5010199371,2
https://openalex.org/A5109479577,https://openalex.org/A5010753463,2
https://openalex.org/A5109479577,https://openalex.org/A5013217529,1
https://openalex.org/A5109479577,https://openalex.org/A5013957672,2
https://openalex.org/A5109479577,https://openalex.org/A5014274154,2
https://openalex.org/A5109479577,https://openalex.org/A5014539077,2
https://openalex.org/A5109479577,https://openalex.org/A5016254887,2
https://openalex.org/A5109479577,https://openalex.org/A5022926135,1
https://openalex.org/A5109479577,https://openalex.org/A5028275753,2
https://openalex.org/A5109479577,https://openalex.org/A5029576940,2
https://openalex.org/A5109479577,https://openalex.org/A5038322695,2
https://openalex.org/A5109479577,https://openalex.org/A5038898518,2
https://openalex.org/A5109479577,https://openalex.org/A5042874867,1
https://openalex.org/A5109479577,https://openalex.org/A5048516635,2
https://openalex.org/A5109479577,https://openalex.org/A5049972616,2
https://openalex.org/A5109479577,https://openalex.org/A5053170826,2
https://openalex.org/A5109479577,https://openalex.org/A5053274487,2
https://openalex.org/A5109479577,https://openalex.org/A5054892400,2
https://openalex.org/A5109479577,https://openalex.org/A5055552144,2
https://openalex.org/A5109479577,https://openalex.org/A5059072790,2
https://openalex.org/A5109479577,https://openalex.org/A5059564159,2
https://openalex.org/A5109479577,https://openalex.org/A5060807711,2
https://openalex.org/A5109479577,https://openalex.org/A5061977051,2
https://openalex.org/A5109479577,https://openalex.org/A5063122307,2
https://openalex.org/A5109479577,https://openalex.org/A5063175945,2
https://openalex.org/A5109479577,https://openalex.org/A5065506851,2
https://openalex.org/A5109479577,https://openalex.org/A5069847208,1
https://openalex.org/A5109479577,https://openalex.org/A5070601448,1
https://openalex.org/A5109479577,https://openalex.org/A5077627222,1
https://openalex.org/A5109479577,https://openalex.org/A5077878276,2
https://openalex.org/A5109479577,https://openalex.org/A5081520137,2
https://openalex.org/A5109479577,https://openalex.org/A5081950790,2
https://openalex.org/A5109479577,https://openalex.org/A5083639278,1
https://openalex.org/A5109479577,https://openalex.org/A5091448186,1
https://openalex.org/A5109479577,https://openalex.org/A5100635887,1
https://openalex.org/A5109479577,https://openalex.org/A5101476415,1
https://openalex.org/A5109479577,https://openalex.org/A5101568266,2
https://openalex.org/A5109479577,https://openalex.org/A5102854958,1
https://openalex.org/A5109479577,https://openalex.org/A5106322339,2
https://openalex.org/A5109479577,https://openalex.org/A5107790015,1
https://openalex.org/A5109479577,https://openalex.org/A5107911889,1
https://openalex.org/A5109479577,https://openalex.org/A5108058720,1
https://openalex.org/A5109479577,https://openalex.org/A5108111873,1
https://openalex.org/A5109479577,https://openalex.org/A5109453266,2
https://openalex.org/A5109479577,https://openalex.org/A5110299993,2
https://openalex.org/A5109479577,https://openalex.org/A5113885817,1
https://openalex.org/A5048358120,https://openalex.org/A5013330315,2
https://openalex.org/A5048358120,https://openalex.org/A5036122402,2
https://openalex.org/A5048358120,https://openalex.org/A5059879221,3
https://openalex.org/A5056938795,https://openalex.org/A5018032283,1
https://openalex.org/A5056938795,https://openalex.org/A5031443698,1
https://openalex.org/A5056938795,https://openalex.org/A5047342242,1
https://openalex.org/A5056938795,https://openalex.org/A5087135694,1
https://openalex.org/A5056938795,https://openalex.org/A5105180298,1
https://openalex.org/A5056938795,https://openalex.org/A5105451553,1
https://openalex.org/A5056938795,https://openalex.org/A5105638963,1
https://openalex.org/A5056938795,https://openalex.org/A5107831423,1
https://openalex.org/A5056938795,https://openalex.org/A5107834619,1
https://openalex.org/A5056938795,https://openalex.org/A5107856740,1
https://openalex.org/A5056938795,https://openalex.org/A5107923201,1
https://openalex.org/A5056938795,https://openalex.org/A5108166900,1
https://openalex.org/A5056938795,https://openalex.org/A5112361276,1
https://openalex.org/A5056938795,https://openalex.org/A5112403211,1
https://openalex.org/A5056938795,https://openalex.org/A5113977323,1
https://openalex.org/A5053274487,https://openalex.org/A5004564906,1
https://openalex.org/A5053274487,https://openalex.org/A5004830510,1
https://openalex.org/A5053274487,https://openalex.org/A5007123949,1
https://openalex.org/A5053274487,https://openalex.org/A5009950983,2
https://openalex.org/A5053274487,https://openalex.org/A5010199371,2
https://openalex.org/A5053274487,https://openalex.org/A5010753463,2
https://openalex.org/A5053274487,https://openalex.org/A5013217529,1
https://openalex.org/A5053274487,https://openalex.org/A5013957672,2
https://openalex.org/A5053274487,https://openalex.org/A5014274154,2
https://openalex.org/A5053274487,https://openalex.org/A5014539077,2
https://openalex.org/A5053274487,https://openalex.org/A5016254887,2
https://openalex.org/A5053274487,https://openalex.org/A5022926135,1
https://openalex.org/A5053274487,https://openalex.org/A5028275753,2
https://openalex.org/A5053274487,https://openalex.org/A5029576940,2
https://openalex.org/A5053274487,https://openalex.org/A5038322695,2
https://openalex.org/A5053274487,https://openalex.org/A5038898518,2
https://openalex.org/A5053274487,https://openalex.org/A5042874867,1
https://openalex.org/A5053274487,https://openalex.org/A5048516635,2
https://openalex.org/A5053274487,https://openalex.org/A5049972616,2
https://openalex.org/A5053274487,https://openalex.org/A5053170826,2
https://openalex.org/A5053274487,https://openalex.org/A5054892400,2
https://openalex.org/A5053274487,https://openalex.org/A5055552144,2
https://openalex.org/A5053274487,https://openalex.org/A5059072790,2
https://openalex.org/A5053274487,https://openalex.org/A5059564159,2
https://openalex.org/A5053274487,https://openalex.org/A5060807711,2
https://openalex.org/A5053274487,https://openalex.org/A5061977051,2
https://openalex.org/A5053274487,https://openalex.org/A5063122307,2
https://openalex.org/A5053274487,https://openalex.org/A5063175945,2
https://openalex.org/A5053274487,https://openalex.org/A5065506851,2
https://openalex.org/A5053274487,https://openalex.org/A5069847208,1
https://openalex.org/A5053274487,https://openalex.org/A5070601448,1
https://openalex.org/A5053274487,https://openalex.org/A5077627222,1
https://openalex.org/A5053274487,https://openalex.org/A5077878276,2
https://openalex.org/A5053274487,https://openalex.org/A5081520137,2
https://openalex.org/A5053274487,https://openalex.org/A5081950790,2
https://openalex.org/A5053274487,https://openalex.org/A5083639278,1
https://openalex.org/A5053274487,https://openalex.org/A5091448186,1
https://openalex.org/A5053274487,https://openalex.org/A5100635887,3
https://openalex.org/A5053274487,https://openalex.org/A5101476415,1
https://openalex.org/A5053274487,https://openalex.org/A5101568266,2
https://openalex.org/A5053274487,https://openalex.org/A5102854958,1
https://openalex.org/A5053274487,https://openalex.org/A5106322339,2
https://openalex.org/A5053274487,https://openalex.org/A5107790015,1
https://openalex.org/A5053274487,https://openalex.org/A5107911889,1
https://openalex.org/A5053274487,https://openalex.org/A5108058720,1
https://openalex.org/A5053274487,https://openalex.org/A5108111873,1
https://openalex.org/A5053274487,https://openalex.org/A5109453266,2
https://openalex.org/A5053274487,https://openalex.org/A5110299993,2
https://openalex.org/A5053274487,https://openalex.org/A5113885817,1
https://openalex.org/A5081520137,https://openalex.org/A5004564906,1
https://openalex.org/A5081520137,https://openalex.org/A5004830510,1
https://openalex.org/A5081520137,https://openalex.org/A5007123949,1
https://openalex.org/A5081520137,https://openalex.org/A5009950983,2
https://openalex.org/A5081520137,https://openalex.org/A5010199371,2
https://openalex.org/A5081520137,https://openalex.org/A5010753463,2
https://openalex.org/A5081520137,https://openalex.org/A5013217529,1
https://openalex.org/A5081520137,https://openalex.org/A5013957672,2
https://openalex.org/A5081520137,https://openalex.org/A5014274154,2
https://openalex.org/A5081520137,https://openalex.org/A5014539077,2
https://openalex.org/A5081520137,https://openalex.org/A5016254887,2
https://openalex.org/A5081520137,https://openalex.org/A5022926135,1
https://openalex.org/A5081520137,https://openalex.org/A5028275753,2
https://openalex.org/A5081520137,https://openalex.org/A5029576940,2
https://openalex.org/A5081520137,https://openalex.org/A5038322695,2
https://openalex.org/A5081520137,https://openalex.org/A5038898518,2
https://openalex.org/A5081520137,https://openalex.org/A5042874867,1
https://openalex.org/A5081520137,https://openalex.org/A5048516635,2
https://openalex.org/A5081520137,https://openalex.org/A5049972616,2
https://openalex.org/A5081520137,https://openalex.org/A5053170826,2
https://openalex.org/A5081520137,https://openalex.org/A5054892400,2
https://openalex.org/A5081520137,https://openalex.org/A5055552144,2
https://openalex.org/A5081520137,https://openalex.org/A5059072790,2
https://openalex.org/A5081520137,https://openalex.org/A5059564159,2
https://openalex.org/A5081520137,https://openalex.org/A5060807711,2
https://openalex.org/A5081520137,https://openalex.org/A5061977051,2
https://openalex.org/A5081520137,https://openalex.org/A5063122307,2
https://openalex.org/A5081520137,https://openalex.org/A5063175945,2
https://openalex.org/A5081520137,https://openalex.org/A5065506851,2
https://openalex.org/A5081520137,https://openalex.org/A5069847208,1
https://openalex.org/A5081520137,https://openalex.org/A5070601448,1
https://openalex.org/A5081520137,https://openalex.org/A5077627222,1
https://openalex.org/A5081520137,https://openalex.org/A5077878276,2
https://openalex.org/A5081520137,https://openalex.org/A5081950790,2
https://openalex.org/A5081520137,https://openalex.org/A5083639278,1
https://openalex.org/A5081520137,https://openalex.org/A5091448186,1
https://openalex.org/A5081520137,https://openalex.org/A5100635887,1
https://openalex.org/A5081520137,https://openalex.org/A5101476415,1
https://openalex.org/A5081520137,https://openalex.org/A5101568266,2
https://openalex.org/A5081520137,https://openalex.org/A5102854958,1
https://openalex.org/A5081520137,https://openalex.org/A5106322339,2
https://openalex.org/A5081520137,https://openalex.org/A5107790015,1
https://openalex.org/A5081520137,https://openalex.org/A5107911889,1
https://openalex.org/A5081520137,https://openalex.org/A5108058720,1
https://openalex.org/A5081520137,https://openalex.org/A5108111873,1
https://openalex.org/A5081520137,https://openalex.org/A5109453266,2
https://openalex.org/A5081520137,https://openalex.org/A5110299993,2
https://openalex.org/A5081520137,https://openalex.org/A5113885817,1
https://openalex.org/A5004830510,https://openalex.org/A5004564906,1
https://openalex.org/A5004830510,https://openalex.org/A5007123949,1
https://openalex.org/A5004830510,https://openalex.org/A5009950983,1
https://openalex.org/A5004830510,https://openalex.org/A5010199371,1
https://openalex.org/A5004830510,https://openalex.org/A5010753463,1
https://openalex.org/A5004830510,https://openalex.org/A5013217529,1
https://openalex.org/A5004830510,https://openalex.org/A5013957672,1
https://openalex.org/A5004830510,https://openalex.org/A5014274154,1
https://openalex.org/A5004830510,https://openalex.org/A5014539077,1
https://openalex.org/A5004830510,https://openalex.org/A5016254887,1
https://openalex.org/A5004830510,https://openalex.org/A5028275753,1
https://openalex.org/A5004830510,https://openalex.org/A5029576940,1
https://openalex.org/A5004830510,https://openalex.org/A5038322695,1
https://openalex.org/A5004830510,https://openalex.org/A5038898518,1
https://openalex.org/A5004830510,https://openalex.org/A5048516635,1
https://openalex.org/A5004830510,https://openalex.org/A5049972616,1
https://openalex.org/A5004830510,https://openalex.org/A5053170826,1
