autor_id,nombre,institucion,articulos,citas
https://openalex.org/A5101476415,J. D. Álvarez,Universidad Michoacana de San Nicolás de Hidalgo,1,147
https://openalex.org/A5076158905,José Crossa,Centro Internacional de Mejoramiento de Maíz Y Trigo,11,3123
https://openalex.org/A5073175528,Randall J. Kimple,Sanofi (Mexico),1,165
https://openalex.org/A5010684750,José Luis Hernández‐Stefanoni,"Secretaría de Investigación, Innovación y Educación Superior",5,1479
https://openalex.org/A5030231487,César Bonavides-Martínez,Universidad Nacional Autónoma de México,2,643
https://openalex.org/A5043235685,R. Donald Harvey,Sanofi (Mexico),1,165
https://openalex.org/A5014995908,Catherine Diefenbach,Sanofi (Mexico),1,165
https://openalex.org/A5025554206,Fátima Cardoso,Tecnológico de Monterrey,1,208
https://openalex.org/A5048503699,Amber Moore,Instituto Nacional de Investigaciones Forestales Agrícolas y Pecuarias,1,222
https://openalex.org/A5010008244,Magdalena Sevilla-González,Instituto Nacional de Ciencias Médicas y Nutrición Salvador Zubirán,2,726
https://openalex.org/A5072532781,Alfredo Pérez‐Fragoso,Instituto Nacional de Ciencias Médicas y Nutrición Salvador Zubirán,2,297
https://openalex.org/A5086409321,Armando R. Tovar,Instituto Nacional de Ciencias Médicas y Nutrición Salvador Zubirán,3,466
https://openalex.org/A5049294543,Melissa L. Johnson,Sanofi (Mexico),1,165
https://openalex.org/A5044090304,Alberto Trujillo Campos,Instituto Nacional de Investigaciones Forestales Agrícolas y Pecuarias,1,222
https://openalex.org/A5028299369,Bryan J. Schneider,Sanofi (Mexico),1,165
https://openalex.org/A5082951649,Jane Meisel,Sanofi (Mexico),1,165
https://openalex.org/A5042874867,E. G. Pérez‐Pérez,Universidad Politécnica de Pachuca,1,147
https://openalex.org/A5009950983,E. Moreno,Universidad Nacional Autónoma de México,2,758
https://openalex.org/A5074235648,David Kershenobich,Instituto Nacional de Ciencias Médicas y Nutrición Salvador Zubirán,1,151
https://openalex.org/A5086154618,Carlos-Francisco Méndez-Cruz,Universidad Nacional Autónoma de México,1,415
